,Serial Number,SMILES,Number of Unique Zeolites,List of Zeolites
926,927,C[N+]1(C)C[C@H]2[C@H]3C=C[C@@H]([C@H]2C1)[C@@H]1[C@H]3[C@H]2C[N+](C)(C)C[C@@H]21,64,"['AEL', 'AFR', 'AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CSV', 'CTH', 'DFO', 'EMT', 'ERI', 'ETR', 'EUO', 'FAU', 'GME', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MFI', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'RHO', 'SAO', 'SAS', 'SAV', 'SBE', 'SEW', 'SFG', 'SFO', 'SFS', 'SFW', 'SOR', 'SOV', 'SSF', 'STT', 'SWY', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
927,928,C[N+]1(C)C[C@H]2[C@H]3C=C[C@@H]([C@H]2C1)[C@H]1[C@@H]2C[N+](C)(C)C[C@@H]2[C@H]31,65,"['AEL', 'AFR', 'AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CSV', 'CTH', 'DFO', 'EEI', 'EMT', 'ERI', 'ETR', 'EUO', 'EWS', 'FAU', 'GME', 'IHW', 'IRN', 'IRR', 'ISV', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MEI', 'MEL', 'MFI', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'RHO', 'SAF', 'SAO', 'SBE', 'SEW', 'SFG', 'SFS', 'SFW', 'SOR', 'SOV', 'SSF', 'STI', 'STO', 'STW', 'SWY', 'TON', 'TUN', 'UFI', 'USI', 'UTL', 'VFI']"
928,929,C[N+]1(C)C[C@H]2[C@H]3C=C[C@@H]([C@H]2C1)[C@H]1[C@H]2C[N+](C)(C)C[C@H]2[C@H]31,63,"['AEL', 'AFR', 'AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CSV', 'CTH', 'DFO', 'EMT', 'ERI', 'ETR', 'EUO', 'EWS', 'FAU', 'GME', 'IHW', 'IRN', 'IRR', 'ISV', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MFI', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'RHO', 'SAO', 'SAV', 'SBE', 'SEW', 'SFG', 'SFS', 'SFW', 'SOR', 'SOV', 'SSF', 'STI', 'STW', 'SWY', 'TON', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
929,930,C[N+]1(C)C[C@H]2[C@H]3C=C[C@H](C3)[C@H]2C1,141,"['AEI', 'AEL', 'AET', 'AFG', 'AFI', 'AFN', 'AFR', 'AFS', 'AFT', 'AFV', 'AFX', 'AFY', 'AST', 'ATS', 'AVE', 'AVL', 'AWW', 'BEC', 'BOF', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ESV', 'ETL', 'ETR', 'ETV', 'EUO', 'EWS', 'EZT', 'FAU', 'GIU', 'GME', 'IFO', 'IFR', 'IFW', 'IFY', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'JST', 'JSW', 'KFI', 'LAU', 'LEV', 'LIO', 'LTA', 'LTF', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MRE', 'MRT', 'MSE', 'MSO', 'MTF', 'MTW', 'MWW', 'NON', 'NPT', 'OBW', 'OFF', 'OKO', 'OSO', 'PCS', 'POS', 'PUN', 'PWN', 'PWO', 'PWW', 'RHO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SBS', 'SBT', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SVV', 'SWY', 'SZR', 'TER', 'TOL', 'TON', 'TUN', 'UFI', 'UOS', 'UOV', 'UOZ', 'USI', 'UTL', 'VFI']"
930,931,C[N+]1(C)C[C@H]2[C@H]3C=C[C@H](CC3)[C@H]2C1,126,"['AEI', 'AEL', 'AET', 'AFG', 'AFI', 'AFN', 'AFR', 'AFS', 'AFT', 'AFV', 'AFX', 'AFY', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ETR', 'ETV', 'EUO', 'EWS', 'EZT', 'FAR', 'FAU', 'GIU', 'GME', 'IFO', 'IFR', 'IFW', 'IFY', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'JST', 'KFI', 'LEV', 'LIO', 'LTA', 'LTF', 'LTL', 'MAR', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MSO', 'MTW', 'MWW', 'NON', 'NPT', 'OBW', 'OFF', 'OKO', 'OSO', 'PCS', 'POS', 'PUN', 'PWW', 'RHO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SBS', 'SBT', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOR', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STT', 'STW', 'SWY', 'SZR', 'TER', 'TOL', 'TON', 'TUN', 'UFI', 'UOV', 'UOZ', 'USI', 'UTL', 'VFI']"
931,932,C[N+]1(C)C[C@H]2[C@H]3C=C[C@H]([C@@H]4[C@@H]5C[N+](C)(C)C[C@@H]5[C@H]34)[C@H]2C1,66,"['AEL', 'AFI', 'AFR', 'AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EEI', 'EMT', 'ERI', 'ETR', 'EUO', 'EWS', 'GME', 'IHW', 'IMF', 'IRN', 'IRR', 'ISV', 'ITG', 'ITH', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'RHO', 'SAF', 'SAO', 'SBE', 'SEW', 'SFG', 'SFO', 'SFS', 'SFW', 'SOR', 'SOV', 'SSF', 'STI', 'STO', 'STW', 'SWY', 'TON', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
932,933,C[N+]1(C)C[C@H]2[C@H]3C=C[C@H]([C@@H]4[C@H]5C[N+](C)(C)C[C@@H]5[C@H]34)[C@H]2C1,59,"['AEL', 'AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EEI', 'EMT', 'ERI', 'ETR', 'EUO', 'EWS', 'FAU', 'GME', 'IHW', 'IMF', 'IRN', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MEI', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'RHO', 'SAO', 'SBE', 'SEW', 'SFG', 'SFS', 'SFW', 'SOR', 'SOV', 'SSF', 'STO', 'STW', 'SWY', 'TON', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
933,934,C[N+]1(C)C[C@H]2[C@H]3C=C[C@H]([C@H]4[C@H]3[C@H]3C[N+](C)(C)C[C@H]43)[C@H]2C1,57,"['AEL', 'AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ERI', 'ETR', 'EUO', 'FAU', 'IRN', 'IRR', 'ISV', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MEI', 'MEL', 'MFI', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'RHO', 'SAO', 'SBE', 'SEW', 'SFG', 'SFO', 'SFS', 'SFW', 'SOV', 'SSF', 'STW', 'SWY', 'TON', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
934,935,C[N+]1(C)C[C@H]2[C@H]3[C@@H]4C=C[C@@H]([C@H]5C[N+](C)(C)C[C@H]45)[C@H]3[C@H]2C1,69,"['AEI', 'AFI', 'AFR', 'AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CSV', 'CTH', 'DFO', 'EMT', 'ETR', 'EUO', 'FAU', 'GME', 'IFW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'PWN', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAV', 'SBE', 'SEW', 'SFG', 'SFO', 'SFS', 'SFW', 'SOR', 'SOV', 'SSF', 'STO', 'STT', 'STW', 'SWY', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
935,936,C[N+]1(C)C[C@H]2[C@H]3[C@@H]4C=C[C@H]([C@@H]3[C@H]2C1)[C@H]1C[N+](C)(C)C[C@@H]41,65,"['AEL', 'AFR', 'AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CSV', 'CTH', 'DFO', 'EEI', 'EMT', 'ERI', 'ETR', 'EUO', 'FAU', 'GME', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'RHO', 'SAO', 'SAV', 'SBE', 'SEW', 'SFG', 'SFO', 'SFS', 'SFW', 'SOR', 'SOV', 'SSF', 'STI', 'STW', 'SWY', 'TON', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
936,937,C[N+]1(C)C[C@H]2[C@H]3[C@H]4C=C[C@H]([C@H]5C[N+](C)(C)C[C@H]45)[C@H]3[C@H]2C1,59,"['AEL', 'AFR', 'AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EEI', 'EMT', 'ERI', 'ETR', 'EUO', 'FAU', 'GME', 'IHW', 'IRN', 'IRR', 'ISV', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MEI', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'RHO', 'SAF', 'SAO', 'SBE', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'STI', 'STO', 'SWY', 'TON', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
937,938,C[N+]1(C)C[C@]23CCCC[C@@]2(C1)[C@@H]1C=C[C@H]3C1,88,"['AEI', 'AFI', 'AFR', 'AFS', 'AFX', 'AFY', 'AVE', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'OFF', 'POS', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFO', 'SFS', 'SFW', 'SGT', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
938,939,C[N+]1(C)C[C@]23CCCC[C@@]2(C1)[C@H]1C=C[C@@H]3C1,85,"['AEI', 'AFI', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'OFF', 'POS', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'SWY', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
939,940,C[N+]1(C)Cc2c3c(c4c(c2C1)C[N+](C)(C)C4)C[N+](C)(C)C3,41,"['AFR', 'AFS', 'AFY', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CSV', 'CTH', 'DFO', 'EMT', 'ETR', 'FAU', 'IRN', 'IRR', 'ITG', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MEI', 'MOZ', 'MWW', 'POS', 'RHO', 'SAO', 'SBE', 'SEW', 'SFG', 'SFS', 'SOR', 'SOV', 'SSF', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
940,941,C[N+]1(C)Cc2cccc3cccc(c23)C1,105,"['AEI', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'ATS', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IMF', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'OFF', 'POS', 'PUN', 'PWN', 'PWO', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOR', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TUN', 'UFI', 'UOS', 'UOV', 'USI', 'UTL', 'VFI']"
941,942,C[N+]1(C)[C@H]2CCC[C@@H]1CCC2,101,"['AEI', 'AFI', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AST', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ESV', 'ETL', 'ETR', 'EUO', 'EWS', 'EZT', 'GME', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'JSW', 'KFI', 'LAU', 'LEV', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MRT', 'MSE', 'MTF', 'MTW', 'MWW', 'NON', 'OFF', 'PUN', 'RHO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'SVV', 'SWY', 'SZR', 'UFI', 'UOS', 'USI', 'UTL', 'VFI']"
942,943,C[N+]1(C2CC3CC([N+]4(C)CCCCC4)CC3C2)CCCCC1,40,"['AEL', 'AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'EUO', 'FAU', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWW', 'MEI', 'MOR', 'MSE', 'MTW', 'MWW', 'POS', 'SAO', 'SBE', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'SWY', 'TON', 'TUN', 'UTL', 'VFI']"
943,944,C[N+]1(C2CCCCC2)CCCC1,133,"['AEI', 'AEL', 'AET', 'AFG', 'AFI', 'AFN', 'AFR', 'AFS', 'AFT', 'AFV', 'AFX', 'AFY', 'ATS', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOF', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ESV', 'ETR', 'ETV', 'EUO', 'EWS', 'EZT', 'FAR', 'FAU', 'GIU', 'GME', 'IFO', 'IFR', 'IFW', 'IFY', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'JST', 'LAU', 'LEV', 'LIO', 'LTA', 'LTF', 'LTL', 'MAR', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MRE', 'MSE', 'MSO', 'MWW', 'NON', 'NPT', 'OBW', 'OFF', 'OKO', 'OSO', 'PCS', 'POS', 'PUN', 'PWO', 'PWW', 'RHO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SBS', 'SBT', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOS', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TER', 'TOL', 'TON', 'TUN', 'UFI', 'UOV', 'UOZ', 'USI', 'UTL', 'VFI']"
944,945,C[N+]1(C2CCCCCCC2)CCCC1,93,"['AEI', 'AEL', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MWW', 'POS', 'PWN', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TON', 'UFI', 'USI', 'UTL', 'VFI']"
945,946,C[N+]1(CC2(c3ccccc3)CCCC2)CCCCC1,79,"['AEI', 'AFI', 'AFR', 'AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CON', 'CSV', 'CTH', 'DFO', 'EEI', 'EMT', 'EON', 'ETR', 'EUO', 'EZT', 'FAU', 'GME', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'JST', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'PWN', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAV', 'SBE', 'SEW', 'SFG', 'SFO', 'SFS', 'SFW', 'SOF', 'SOR', 'SOV', 'SSF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'TON', 'TUN', 'UFI', 'USI', 'UTL', 'VFI']"
946,947,C[N+]1(CC2CCCCC2)CCC(CCCC2CC[N+](C)(CC3CCCCC3)CC2)CC1,13,"['AFS', 'DFO', 'EMT', 'IRR', 'ITT', 'MEI', 'MOR', 'MSE', 'SBE', 'SFS', 'SOV', 'SSF', 'VFI']"
947,948,C[N+]1(CCCCCC[N+]2(C)CCCC2)CCCC1,44,"['AEL', 'AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'EUO', 'GME', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWS', 'IWW', 'LTL', 'MEI', 'MEL', 'MOZ', 'MSE', 'MWW', 'POS', 'SAO', 'SBE', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'STW', 'SWY', 'TON', 'UOZ', 'UTL', 'VFI']"
948,949,C[N+]1(CCCCCC[N+]2(C)CCCCC2)CCCCC1,39,"['AEL', 'AFS', 'AFX', 'AFY', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'EUO', 'EWS', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWW', 'LTL', 'MEI', 'MOZ', 'MWW', 'POS', 'SAO', 'SBE', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'STW', 'SWY', 'TON', 'TUN', 'UTL', 'VFI']"
949,950,C[N+]1(CCCCCC[N+]2(C)CCCCCC2)CCCCCC1,35,"['AEL', 'AFS', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CTH', 'DFO', 'EMT', 'ETR', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWW', 'LTL', 'MEI', 'MSE', 'MWW', 'POS', 'SAO', 'SBE', 'SFG', 'SFS', 'SOV', 'SSF', 'STW', 'SWY', 'TON', 'UOV', 'UTL', 'VFI']"
950,951,C[N+]1(CCCCCC[N+]2(C)[C@H]3CCC[C@@H]2CC3)[C@H]2CCC[C@@H]1CC2,31,"['AFS', 'BEA', 'BEC', 'BOG', 'BOZ', 'CTH', 'DFO', 'EMT', 'ETR', 'IRR', 'ISV', 'ITG', 'ITT', 'IWW', 'LTL', 'MEI', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'SAO', 'SBE', 'SFG', 'SFS', 'SOV', 'SSF', 'SWY', 'TON', 'UTL', 'VFI']"
951,952,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,67,"['AEL', 'AET', 'AFG', 'AFI', 'AFS', 'AFT', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ERI', 'ETR', 'EUO', 'FAR', 'FAU', 'GIU', 'GME', 'IFY', 'IMF', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'KFI', 'LTL', 'MAR', 'MEI', 'MEL', 'MOZ', 'MSE', 'MWW', 'NPT', 'OBW', 'OKO', 'PCS', 'POS', 'SAF', 'SAO', 'SBE', 'SBS', 'SBT', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'STW', 'SWY', 'TOL', 'TON', 'UOV', 'UOZ', 'USI', 'UTL', 'VFI']"
952,953,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCCC1,62,"['AEL', 'AET', 'AFS', 'AFT', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EEI', 'EMT', 'ETR', 'EUO', 'FAR', 'FAU', 'GIU', 'GME', 'IFY', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'KFI', 'LTL', 'MEI', 'MFI', 'MOR', 'MOZ', 'MSE', 'MWW', 'NPT', 'OBW', 'OKO', 'PCS', 'POS', 'SAO', 'SBE', 'SBS', 'SBT', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'STW', 'SWY', 'TER', 'TON', 'TUN', 'UOV', 'UTL', 'VFI']"
953,954,C[N+]1(CCCCC[N+]2(C)CCCCC2)CCCCC1,46,"['AEL', 'AFI', 'AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CHA', 'CON', 'CTH', 'DFO', 'EMT', 'ERI', 'ETR', 'EUO', 'GME', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWW', 'LTL', 'MEI', 'MOR', 'MOZ', 'MSE', 'MWW', 'POS', 'SAO', 'SBE', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'STW', 'SWY', 'TON', 'UOV', 'UTL', 'VFI']"
954,955,C[N+]1(CCCCC[N+]2(C)CCCCCC2)CCCCCC1,34,"['AEL', 'AFS', 'AFY', 'BEA', 'BEC', 'BOG', 'BPH', 'CTH', 'DFO', 'EMT', 'ETR', 'EUO', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWW', 'MEI', 'MSE', 'MWW', 'POS', 'SAO', 'SBE', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'SWY', 'TON', 'TUN', 'UTL', 'VFI']"
955,956,C[N+]1(CCCCC[N+]2(C)[C@H]3CCC[C@@H]2CC3)[C@H]2CCC[C@@H]1CC2,36,"['AEL', 'AFS', 'AFX', 'BEA', 'BEC', 'BOG', 'BPH', 'CON', 'CTH', 'DFO', 'EEI', 'EMT', 'ETR', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWW', 'MEI', 'MSE', 'MTW', 'MWW', 'POS', 'SAO', 'SBE', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'SWY', 'TON', 'UOV', 'UTL', 'VFI']"
